feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,target
-0.5835993263460049,-1.28716356858425,-1.3971181851129912,1.32579664754219,1.0383788510193166,-0.4711246518178786,-0.09363618873917084,1.0826910538870733,-153.9712089571662
1.0484826510505925,0.732829081821745,-1.2742321190767951,-0.3300901917014373,0.4877748210843382,-0.45341410838385404,-1.795643172630015,-0.42375968202270325,-130.63338034890936
0.08382662792936094,0.7045065398247231,0.7890566873755189,1.4558223221467665,1.4104591452035038,0.08199555641356042,0.4572804046152411,-0.7341737987784958,292.86755056307925
0.9154021177020741,-0.8084936028931876,-0.5017570435845365,-0.5182702182736474,0.32875110965968446,0.3571125715117464,1.477894044741516,-0.21967188783751193,163.0974962407654
0.045491476330752,0.7978437798957666,-1.8593367716600575,-0.5380477584901385,0.5583364232117055,-1.1260539609110503,-0.2563406783724922,-0.8568518651277993,-144.25094698000967
0.7082144232565571,-0.09858813228426173,0.018849622944847662,1.41093237974627,0.23321613126350166,0.44194064956940904,-1.090399077442846,0.16865467196672768,53.20368424841429
-1.1918747041912499,0.30613455310275534,-0.23105953684089858,0.8640699821389469,1.9435288811221971,1.178865937036939,1.3111622966036165,-0.5028687536709558,213.41049511583697
1.6734418856229851,0.10291739052323721,-2.3140440660001054,-0.796064137720634,0.44174673637755724,0.40327456303717174,-0.9667018907026598,1.180989905305672,-122.89980096485175
-2.929448690002268,-0.12765468151819012,-0.56060763684731,-1.2551353719733949,2.052972024501663,-0.41361566562964275,-0.4776455826040052,-0.38769991640856116,-281.78934388956543
-0.4597646158304763,1.534482101794515,1.1223742187031596,-2.191253851165281,0.5433908278718096,-0.14325891536419263,1.0965471182302537,-1.2905614219462187,194.3548891803058
0.4818660617184915,-1.3510743662080213,-1.3224579567435701,1.2446795807367868,0.547264797377967,-0.8254105299789551,2.9490944253087252,-1.085150526557798,138.74813524219323
0.5377681903684838,0.43494103836789866,-0.3939866812431204,0.04092474872892285,0.30638948207341404,-0.5691481986725339,-0.7971135662249808,1.5904035685736386,-46.65551723772474
0.33385996656853467,-0.039307287627631186,-0.1344967844017327,-0.2440804736742013,1.4313667818311835,0.6124687940136023,-1.0166831285764972,0.756788679986982,-14.848807764986091
-0.3755000400755709,-0.7721923878043793,1.6656032136865273,-0.1840868670159194,0.6994642468957021,0.5740419308840301,-0.10986412310193568,-0.6301428301423468,81.17141129867385
1.0291556373256436,0.40825275571447184,-1.7025836042378404,-0.978372777615032,0.472597482413043,-0.7783047254023127,0.19584525509768155,-0.5397596803093615,-58.578160580613826
-0.21701705042437042,-0.7095798547491726,-1.2585049106753345,0.054934110999848726,-0.3084827884558197,0.9184544439424138,-1.2457173764463845,0.975816719344709,-217.35700015132082
-0.045254301964336476,-0.017894977008350053,-0.9764000486637974,0.20228040762121913,-1.2331013050148552,0.366746407892257,-0.3838747413307828,-1.7690503037393988,-113.34885391046578
-1.703871586826719,0.9514492770580866,-0.36650702036805183,-0.062004009366031745,-0.9244659881295544,1.7041055162554912,1.2468917155347194,-0.05240445057746945,45.788247622131884
0.2867741123825862,-1.1979664292172616,0.887079776446287,-2.220421008935126,-0.14720527868559727,0.1158245872269461,0.3896045240919878,1.3784696274615047,-53.19895586730863
-0.3348029874445019,1.243405797187162,1.228030209608135,-0.6314370274831833,-1.793921113191963,-0.5180690194750568,-0.3009803123932219,-2.2235741679371968,-41.535144595212735
-0.23644883673585937,0.16058943317175978,1.3621324036850793,0.03437530902646009,-0.11961962436877134,-1.6744694604532453,-0.1090234199634638,-0.5968947847319713,5.418197012315558
-0.9046143749937661,-0.23811043631205406,0.04600274725327412,1.4363354057059785,1.1727568452674448,-0.712220763649051,1.186734620177331,-0.8810683366612923,113.72254454323487
1.3286408282482312,-1.2374266382225725,0.10940847183297006,-1.6312758154609455,0.31318447386498,-0.3748220566218061,-1.0385438208439723,-2.9069882193216414,-126.73492622346622
1.5792128155073915,-0.23415337472333597,-0.23413695694918055,1.5230298564080254,0.7674347291529088,-0.13826430117118466,0.6476885381006925,0.4967141530112327,241.60086115227213
0.6264346724539442,0.10720796204013365,-0.3188463554947312,-1.404816943927507,-0.0799084526625497,0.5166444459359673,-0.9813259365174648,0.029430591677552183,-89.25902467917398
-0.11510969392323915,-1.3919583809517313,1.7041020780591178,-0.7057734830953651,-0.3459193290471707,-0.7135846699071758,-1.8207602778020162,0.08451847581532725,-206.93338679852124
-0.02435459226098284,0.5228354880354996,-0.573700003938579,0.4241659464019164,2.1422703586118637,-0.48388583405432156,-0.32034730819432017,-0.6514180036144483,57.89337768053742
0.794923113875559,0.6098800471904189,-0.03992646337336377,-0.31093751635109385,1.3491351051134295,-2.1200872151201744,-0.7360636534685142,-0.43145564455988483,-10.353748585033825
1.2551457883749038,-0.5641961798604865,-1.4940377932897506,0.04782531978468294,-0.4976725234290394,-0.34182182024613555,-1.0069273609451441,-0.9511843703879561,-181.6382507122063
-0.05658848889989584,-0.1858457521927473,0.3099989831655551,-1.1171864617070024,1.2189707897936632,0.14035986984804696,-1.9670697035871523,1.2005316584738726,-149.65216033209157
-0.36234755754610226,0.9671781224389495,0.4939773822056448,0.9687698956813533,0.7418222943901266,0.13965368956535082,0.07333674477813668,-0.6003856928711058,152.65965119738374
0.44130715169924584,-0.17280173739646437,0.7719201548366751,1.0587285298838789,-0.7331561971099966,2.8684030556667683,-1.6685992588781953,0.012499321907250335,72.29887519932429
1.5163940552535728,-1.1302037246739238,2.411676675578421,0.09337237427665124,0.6021183203924835,-0.9600462952794637,-0.12270893359572414,-1.6548874362282961,214.2133280151114
0.35973897512678843,0.17962227263192343,1.3451476204524146,0.020106466869098387,-0.4986338957884514,2.8243305910030463,-1.3189684983025107,-0.6411142602246448,129.97591804225848
-1.4072934434924025,-0.9560585516833945,2.3176367886738785,0.1255485866511483,-1.2981039036871578,-0.7248610838000522,0.054051662846000936,0.8100272385061165,-78.95839383076034
0.35250496835687956,1.223083067095325,-0.25885440036983165,-1.0565576427602528,-0.5703513664136806,-0.6085897232397004,-0.5289777080640152,-0.8245141615276735,-55.69762436760256
0.8294748419317485,-0.7691423497872982,-0.9399031011088647,-0.7627247785662142,-0.19382613877280352,0.9375701376265584,-1.6075598643689741,0.6592456684324051,-195.23240257469732
0.3676198402097109,0.6386601686431024,1.0581183250871502,0.29815846599052565,0.1480894197982762,-1.8579014513982872,0.6032475005713938,0.22899639245934025,131.4306229392583
-1.1701130260593595,-1.366878698415421,-0.22476540189268354,0.9343199112392737,-1.8019804375800197,-1.4848979684499035,-2.553921134901955,0.9495541354413237,-529.902162534294
-0.8304444065565653,0.08531814256502405,-0.8082657216409264,0.9788580507817954,0.5225141052657575,1.4223698616985077,1.7388996637975789,-0.5975101946916416,182.12008945826287
-0.44854283652786137,0.4473939370689756,-0.5012341077902127,1.41418728833109,0.23855495377373917,0.30524312653135294,0.5873916998060122,1.6637328321434735,114.11766133240508
0.39445214237829684,-0.48760622407249354,-0.4325581878196209,-0.4118769661224674,-0.42098448082026296,0.2544208433012131,0.3376026620752022,1.1677820616598074,-7.599377110288298
